2025-04-15 13:33:41 - INFO - Loading file /home/yl3427/cylab/SOAP_MA/Output/SOAP/correction_all/3_problems_acute_kidney_injury_new_temp.json
2025-04-15 13:33:41 - INFO - Processing item 84...
2025-04-15 13:33:41 - INFO - Processing item 85...
2025-04-15 13:33:41 - INFO - Processing item 86...
2025-04-15 13:33:41 - INFO - Processing item 87...
2025-04-15 13:33:41 - INFO - Processing item 88...
2025-04-15 13:33:41 - INFO - Processing item 89...
2025-04-15 13:33:41 - INFO - Processing item 90...
2025-04-15 13:33:41 - INFO - Processing item 91...
2025-04-15 13:33:41 - INFO - Processing item 92...
2025-04-15 13:33:41 - INFO - Processing item 93...
2025-04-15 13:33:41 - INFO - Processing item 94...
2025-04-15 13:33:41 - INFO - Processing item 95...
2025-04-15 13:33:41 - INFO - Processing item 96...
2025-04-15 13:33:41 - INFO - Processing item 97...
2025-04-15 13:33:41 - INFO - Processing item 98...
2025-04-15 13:33:41 - INFO - Processing item 99...
2025-04-15 13:33:41 - INFO - Processing item 100...
2025-04-15 13:33:41 - INFO - Processing item 101...
2025-04-15 13:33:41 - INFO - Processing item 102...
2025-04-15 13:33:41 - INFO - Processing item 103...
2025-04-15 13:33:41 - INFO - Processing item 104...
2025-04-15 13:33:41 - INFO - Processing item 105...
2025-04-15 13:33:41 - INFO - Processing item 106...
2025-04-15 13:33:41 - INFO - Processing item 107...
2025-04-15 13:33:41 - INFO - Processing item 108...
2025-04-15 13:33:41 - INFO - Processing item 109...
2025-04-15 13:33:41 - INFO - Processing item 110...
2025-04-15 13:33:41 - INFO - Processing item 111...
2025-04-15 13:33:41 - INFO - Processing item 112...
2025-04-15 13:33:41 - INFO - Processing item 113...
2025-04-15 13:33:41 - INFO - Processing item 114...
2025-04-15 13:33:41 - INFO - Processing item 115...
2025-04-15 13:33:41 - INFO - Processing item 116...
2025-04-15 13:33:41 - INFO - Processing item 117...
2025-04-15 13:33:41 - INFO - Processing item 118...
2025-04-15 13:33:41 - INFO - Processing item 119...
2025-04-15 13:33:41 - INFO - Processing item 120...
2025-04-15 13:33:41 - INFO - Processing item 121...
2025-04-15 13:33:41 - INFO - Processing item 122...
2025-04-15 13:33:41 - INFO - Processing item 123...
2025-04-15 13:33:41 - INFO - Processing item 124...
2025-04-15 13:33:41 - INFO - Processing item 125...
2025-04-15 13:33:41 - INFO - Processing item 126...
2025-04-15 13:33:41 - INFO - Processing item 127...
2025-04-15 13:33:41 - INFO - Processing item 128...
2025-04-15 13:33:41 - INFO - Processing item 129...
2025-04-15 13:33:41 - INFO - Processing item 130...
2025-04-15 13:33:41 - INFO - Processing item 131...
2025-04-15 13:33:41 - INFO - Processing item 132...
2025-04-15 13:33:41 - INFO - Processing item 133...
2025-04-15 13:33:41 - INFO - Processing item 134...
2025-04-15 13:33:41 - INFO - Processing item 135...
2025-04-15 13:33:41 - INFO - Processing item 136...
2025-04-15 13:33:41 - INFO - Processing item 137...
2025-04-15 13:33:41 - INFO - Processing item 138...
2025-04-15 13:33:41 - INFO - Processing item 139...
2025-04-15 13:33:41 - INFO - Processing item 140...
2025-04-15 13:33:41 - INFO - Processing item 141...
2025-04-15 13:33:41 - INFO - Processing item 142...
2025-04-15 13:33:41 - INFO - Processing item 143...
2025-04-15 13:33:41 - INFO - Processing item 144...
2025-04-15 13:33:41 - INFO - Processing item 145...
2025-04-15 13:33:41 - INFO - Processing item 146...
2025-04-15 13:33:41 - INFO - Processing item 147...
2025-04-15 13:33:41 - INFO - Processing item 148...
2025-04-15 13:33:41 - INFO - Processing item 149...
2025-04-15 13:33:41 - INFO - Processing item 150...
2025-04-15 13:33:41 - INFO - Processing item 151...
2025-04-15 13:33:41 - INFO - Processing item 152...
2025-04-15 13:33:41 - INFO - Processing item 153...
2025-04-15 13:33:41 - INFO - Processing item 154...
2025-04-15 13:33:41 - INFO - Processing item 155...
2025-04-15 13:33:41 - INFO - Processing item 156...
2025-04-15 13:33:41 - INFO - Processing item 157...
2025-04-15 13:33:41 - INFO - Processing item 158...
2025-04-15 13:33:41 - INFO - Processing item 159...
2025-04-15 13:33:41 - INFO - Processing item 160...
2025-04-15 13:33:41 - INFO - Processing item 161...
2025-04-15 13:33:41 - INFO - Processing item 162...
2025-04-15 13:33:41 - INFO - Processing item 163...
2025-04-15 13:33:41 - INFO - Processing item 164...
2025-04-15 13:33:41 - INFO - Processing item 165...
2025-04-15 13:33:41 - INFO - Processing item 166...
2025-04-15 13:33:41 - INFO - Processing item 167...
2025-04-15 13:33:41 - INFO - Processing item 168...
2025-04-15 13:33:41 - INFO - Processing item 169...
2025-04-15 13:33:41 - INFO - Processing item 170...
2025-04-15 13:33:41 - INFO - Processing item 171...
2025-04-15 13:33:41 - INFO - Processing item 172...
2025-04-15 13:33:41 - INFO - Processing item 173...
2025-04-15 13:33:41 - INFO - Processing item 174...
2025-04-15 13:33:41 - INFO - Processing item 175...
2025-04-15 13:33:41 - INFO - Processing item 176...
2025-04-15 13:33:41 - INFO - Processing item 177...
2025-04-15 13:33:41 - INFO - Processing item 178...
2025-04-15 13:33:41 - INFO - Processing item 179...
2025-04-15 13:33:41 - INFO - Processing item 180...
2025-04-15 13:33:41 - INFO - Processing item 181...
2025-04-15 13:33:41 - INFO - Processing item 182...
2025-04-15 13:33:41 - INFO - Processing item 183...
2025-04-15 13:33:41 - INFO - Processing item 184...
2025-04-15 13:33:41 - INFO - Processing item 185...
2025-04-15 13:33:41 - INFO - Processing item 186...
2025-04-15 13:33:41 - INFO - Processing item 187...
2025-04-15 13:33:41 - INFO - Processing item 188...
2025-04-15 13:33:41 - INFO - Processing item 189...
2025-04-15 13:33:41 - INFO - Processing item 190...
2025-04-15 13:33:41 - INFO - Processing item 191...
2025-04-15 13:33:41 - INFO - Processing item 192...
2025-04-15 13:33:41 - INFO - Processing item 193...
2025-04-15 13:33:41 - INFO - Processing item 194...
2025-04-15 13:33:41 - INFO - Processing item 195...
2025-04-15 13:33:41 - INFO - Processing item 196...
2025-04-15 13:33:41 - INFO - Processing item 197...
2025-04-15 13:33:41 - INFO - Processing item 198...
2025-04-15 13:33:41 - INFO - Processing item 199...
2025-04-15 13:33:41 - INFO - Processing item 200...
2025-04-15 13:33:41 - INFO - Processing item 201...
2025-04-15 13:33:41 - INFO - Processing item 202...
2025-04-15 13:33:41 - INFO - Processing item 203...
2025-04-15 13:33:41 - INFO - Processing item 204...
2025-04-15 13:33:41 - INFO - Processing item 205...
2025-04-15 13:33:41 - INFO - Processing item 206...
2025-04-15 13:33:41 - INFO - Processing item 207...
2025-04-15 13:33:41 - INFO - Processing item 208...
2025-04-15 13:33:41 - INFO - Processing item 209...
2025-04-15 13:33:41 - INFO - Processing item 210...
2025-04-15 13:33:41 - INFO - Processing item 211...
2025-04-15 13:33:41 - INFO - Processing item 212...
2025-04-15 13:33:41 - INFO - Processing item 213...
2025-04-15 13:33:41 - INFO - Processing item 214...
2025-04-15 13:33:41 - INFO - Processing item 215...
2025-04-15 13:33:41 - INFO - Processing item 216...
2025-04-15 13:33:41 - INFO - Processing item 217...
2025-04-15 13:33:41 - INFO - Processing item 218...
2025-04-15 13:33:41 - INFO - Processing item 219...
2025-04-15 13:33:41 - INFO - Processing item 220...
2025-04-15 13:33:41 - INFO - Processing item 221...
2025-04-15 13:33:41 - INFO - Processing item 222...
2025-04-15 13:33:41 - INFO - Processing item 223...
2025-04-15 13:33:41 - INFO - Processing item 224...
2025-04-15 13:33:41 - INFO - Processing item 225...
2025-04-15 13:33:41 - INFO - Processing item 226...
2025-04-15 13:33:41 - INFO - Processing item 227...
2025-04-15 13:33:41 - INFO - Processing item 228...
2025-04-15 13:33:41 - INFO - Processing item 229...
2025-04-15 13:33:41 - INFO - Processing item 230...
2025-04-15 13:33:41 - INFO - Processing item 231...
2025-04-15 13:33:41 - INFO - Processing item 232...
2025-04-15 13:33:41 - INFO - Processing item 233...
2025-04-15 13:33:41 - INFO - Processing item 234...
2025-04-15 13:33:41 - INFO - Processing item 235...
2025-04-15 13:33:41 - INFO - Processing item 236...
2025-04-15 13:33:41 - INFO - Processing item 237...
2025-04-15 13:33:41 - INFO - Processing item 238...
2025-04-15 13:33:41 - INFO - Processing item 239...
2025-04-15 13:33:41 - INFO - Processing item 240...
2025-04-15 13:33:41 - INFO - Processing item 241...
2025-04-15 13:33:41 - INFO - Processing item 242...
2025-04-15 13:33:41 - INFO - Processing item 243...
2025-04-15 13:33:41 - INFO - Processing item 244...
2025-04-15 13:33:41 - INFO - Processing item 245...
2025-04-15 13:33:41 - INFO - Processing item 246...
2025-04-15 13:33:41 - INFO - Processing item 247...
2025-04-15 13:33:41 - INFO - Processing item 248...
2025-04-15 13:33:41 - INFO - Processing item 249...
2025-04-15 13:33:41 - INFO - Processing item 250...
2025-04-15 13:33:41 - INFO - Processing item 251...
2025-04-15 13:33:41 - INFO - Processing item 252...
2025-04-15 13:33:41 - INFO - Processing item 253...
2025-04-15 13:33:41 - INFO - Processing item 254...
2025-04-15 13:33:41 - INFO - Processing item 255...
2025-04-15 13:33:41 - INFO - Processing item 256...
2025-04-15 13:33:41 - INFO - Processing item 257...
2025-04-15 13:33:41 - INFO - Processing item 258...
2025-04-15 13:33:41 - INFO - Processing item 259...
2025-04-15 13:33:41 - INFO - Processing item 260...
2025-04-15 13:33:41 - INFO - Processing item 261...
2025-04-15 13:33:41 - INFO - Processing item 262...
2025-04-15 13:33:41 - INFO - Processing item 263...
2025-04-15 13:33:41 - INFO - Processing item 264...
2025-04-15 13:33:41 - INFO - Processing item 265...
2025-04-15 13:33:41 - INFO - Processing item 266...
2025-04-15 13:33:41 - INFO - Processing item 267...
2025-04-15 13:33:41 - INFO - Processing item 268...
2025-04-15 13:33:41 - INFO - Processing item 269...
2025-04-15 13:33:41 - INFO - Processing item 270...
2025-04-15 13:33:41 - INFO - Processing item 271...
2025-04-15 13:33:41 - INFO - Processing item 272...
2025-04-15 13:33:41 - INFO - Processing item 273...
2025-04-15 13:33:41 - INFO - Processing item 274...
2025-04-15 13:33:41 - INFO - Processing item 275...
2025-04-15 13:33:41 - INFO - Processing item 276...
2025-04-15 13:33:41 - INFO - Processing item 277...
2025-04-15 13:33:41 - INFO - Processing item 278...
2025-04-15 13:33:41 - INFO - Processing item 279...
2025-04-15 13:33:41 - INFO - Processing item 280...
2025-04-15 13:33:41 - INFO - Processing item 281...
2025-04-15 13:33:41 - INFO - Processing item 282...
2025-04-15 13:33:41 - INFO - Processing item 283...
2025-04-15 13:33:41 - INFO - Processing item 284...
2025-04-15 13:33:41 - INFO - Processing item 285...
2025-04-15 13:33:41 - INFO - Processing item 286...
2025-04-15 13:33:41 - INFO - Processing item 287...
2025-04-15 13:33:41 - INFO - Processing item 288...
2025-04-15 13:33:41 - INFO - Processing item 289...
2025-04-15 13:33:41 - INFO - Processing item 290...
2025-04-15 13:33:41 - INFO - Processing item 291...
2025-04-15 13:33:41 - INFO - Processing item 292...
2025-04-15 13:33:41 - INFO - Processing item 293...
2025-04-15 13:33:41 - INFO - Processing item 294...
2025-04-15 13:33:41 - INFO - Processing item 295...
2025-04-15 13:33:41 - INFO - Processing item 296...
2025-04-15 13:33:41 - INFO - Processing item 297...
2025-04-15 13:33:41 - INFO - Processing item 298...
2025-04-15 13:33:41 - INFO - Processing item 299...
2025-04-15 13:33:41 - INFO - Processing item 300...
2025-04-15 13:33:41 - INFO - Processing item 301...
2025-04-15 13:33:41 - INFO - Processing item 302...
2025-04-15 13:33:41 - INFO - Processing item 303...
2025-04-15 13:33:41 - INFO - Processing item 304...
2025-04-15 13:33:41 - INFO - Processing item 305...
2025-04-15 13:33:41 - INFO - Processing item 306...
2025-04-15 13:33:41 - INFO - Processing item 307...
2025-04-15 13:33:41 - INFO - Processing item 308...
2025-04-15 13:33:41 - INFO - Processing item 309...
2025-04-15 13:33:41 - INFO - Processing item 310...
2025-04-15 13:33:41 - INFO - Processing item 311...
2025-04-15 13:33:41 - INFO - Processing item 312...
2025-04-15 13:33:41 - INFO - Processing item 313...
2025-04-15 13:33:41 - INFO - Processing item 314...
2025-04-15 13:33:41 - INFO - Processing item 315...
2025-04-15 13:33:41 - INFO - Processing item 316...
2025-04-15 13:33:41 - INFO - Processing item 317...
2025-04-15 13:33:41 - INFO - Processing item 318...
2025-04-15 13:33:41 - INFO - Processing item 319...
2025-04-15 13:33:41 - INFO - Processing item 320...
2025-04-15 13:33:41 - INFO - Processing item 321...
2025-04-15 13:33:41 - INFO - Processing item 322...
2025-04-15 13:33:41 - INFO - Processing item 323...
2025-04-15 13:33:41 - INFO - Processing item 324...
2025-04-15 13:33:41 - INFO - Processing item 325...
2025-04-15 13:33:41 - INFO - Processing item 326...
2025-04-15 13:33:41 - INFO - Processing item 327...
2025-04-15 13:33:41 - INFO - Processing item 328...
2025-04-15 13:33:41 - INFO - Processing item 329...
2025-04-15 13:33:41 - INFO - Processing item 330...
2025-04-15 13:33:41 - INFO - Processing item 331...
2025-04-15 13:33:41 - INFO - Processing item 332...
2025-04-15 13:33:41 - INFO - Processing item 333...
2025-04-15 13:33:41 - INFO - Processing item 334...
2025-04-15 13:33:41 - INFO - Processing item 335...
2025-04-15 13:33:41 - INFO - Processing item 336...
2025-04-15 13:33:41 - INFO - Processing item 337...
2025-04-15 13:33:41 - INFO - Processing item 338...
2025-04-15 13:33:41 - INFO - Processing item 339...
2025-04-15 13:33:41 - INFO - Processing item 340...
2025-04-15 13:33:41 - INFO - Processing item 341...
2025-04-15 13:33:41 - INFO - Processing item 342...
2025-04-15 13:33:41 - INFO - Processing item 343...
2025-04-15 13:33:41 - INFO - Processing item 344...
2025-04-15 13:33:41 - INFO - Processing item 345...
2025-04-15 13:33:41 - INFO - Processing item 346...
2025-04-15 13:33:41 - INFO - Processing item 347...
2025-04-15 13:33:41 - INFO - Processing item 348...
2025-04-15 13:33:41 - INFO - Processing item 349...
2025-04-15 13:33:41 - INFO - Processing item 350...
2025-04-15 13:33:41 - INFO - Processing item 351...
2025-04-15 13:33:41 - INFO - Processing item 352...
2025-04-15 13:33:41 - INFO - Processing item 353...
2025-04-15 13:33:41 - INFO - Processing item 354...
2025-04-15 13:33:41 - INFO - Processing item 355...
2025-04-15 13:33:41 - INFO - Processing item 356...
2025-04-15 13:33:41 - INFO - Processing item 357...
2025-04-15 13:33:41 - INFO - Processing item 358...
2025-04-15 13:33:41 - INFO - Processing item 359...
2025-04-15 13:33:41 - INFO - Processing item 360...
2025-04-15 13:33:41 - INFO - Processing item 361...
2025-04-15 13:33:41 - INFO - Processing item 362...
2025-04-15 13:33:41 - INFO - Processing item 363...
2025-04-15 13:33:41 - INFO - Processing item 364...
2025-04-15 13:33:41 - INFO - Processing item 365...
2025-04-15 13:33:41 - INFO - Processing item 366...
2025-04-15 13:33:41 - INFO - Processing item 367...
2025-04-15 13:33:41 - INFO - Processing item 368...
2025-04-15 13:33:41 - INFO - Processing item 369...
2025-04-15 13:33:41 - INFO - Processing item 370...
2025-04-15 13:33:41 - INFO - Processing item 371...
2025-04-15 13:33:41 - INFO - Processing item 372...
2025-04-15 13:33:41 - INFO - Processing item 373...
2025-04-15 13:33:41 - INFO - Processing item 374...
2025-04-15 13:33:41 - INFO - Processing item 375...
2025-04-15 13:33:41 - INFO - Processing item 376...
2025-04-15 13:33:41 - INFO - Processing item 377...
2025-04-15 13:33:41 - INFO - Processing item 378...
2025-04-15 13:33:41 - INFO - Processing item 379...
2025-04-15 13:33:41 - INFO - Processing item 380...
2025-04-15 13:33:41 - INFO - Processing item 381...
2025-04-15 13:33:41 - INFO - Processing item 382...
2025-04-15 13:33:41 - INFO - Processing item 383...
2025-04-15 13:33:41 - INFO - Processing item 384...
2025-04-15 13:33:41 - INFO - Processing item 385...
2025-04-15 13:33:41 - INFO - Processing item 386...
2025-04-15 13:33:41 - INFO - Processing item 387...
2025-04-15 13:33:41 - INFO - Processing item 388...
2025-04-15 13:33:41 - INFO - Processing item 389...
2025-04-15 13:33:41 - INFO - Processing item 390...
2025-04-15 13:33:41 - INFO - Processing item 391...
2025-04-15 13:33:41 - INFO - Processing item 392...
2025-04-15 13:33:41 - INFO - Processing item 393...
2025-04-15 13:33:41 - INFO - Processing item 394...
2025-04-15 13:33:41 - INFO - Processing item 395...
2025-04-15 13:33:41 - INFO - Processing item 396...
2025-04-15 13:33:41 - INFO - Processing item 397...
2025-04-15 13:33:41 - INFO - Processing item 398...
2025-04-15 13:33:41 - INFO - Processing item 399...
2025-04-15 13:33:41 - INFO - Processing item 400...
2025-04-15 13:33:41 - INFO - Processing item 401...
2025-04-15 13:33:41 - INFO - Processing item 402...
2025-04-15 13:33:41 - INFO - Processing item 403...
2025-04-15 13:33:41 - INFO - Processing item 404...
2025-04-15 13:33:41 - INFO - Processing item 405...
2025-04-15 13:33:41 - INFO - Processing item 406...
2025-04-15 13:33:41 - INFO - Processing item 407...
2025-04-15 13:33:41 - INFO - Processing item 408...
2025-04-15 13:33:41 - INFO - Processing item 409...
2025-04-15 13:33:41 - INFO - Processing item 410...
2025-04-15 13:33:41 - INFO - Processing item 411...
2025-04-15 13:33:41 - INFO - Processing item 412...
2025-04-15 13:33:41 - INFO - Processing item 413...
2025-04-15 13:33:41 - INFO - Processing item 414...
2025-04-15 13:33:41 - INFO - Processing item 415...
2025-04-15 13:33:41 - INFO - Processing item 416...
2025-04-15 13:33:41 - INFO - Processing item 417...
2025-04-15 13:33:41 - INFO - Processing item 418...
2025-04-15 13:33:41 - INFO - Processing item 419...
2025-04-15 13:33:41 - INFO - Loading file /home/yl3427/cylab/SOAP_MA/Output/SOAP/correction_all/3_problems_sepsis_new_temp.json
2025-04-15 13:33:41 - INFO - Processing baseline queries for 420 items.
2025-04-15 13:33:41 - INFO - Processing item 0...
2025-04-15 13:33:41 - INFO - Processing item 1...
2025-04-15 13:33:41 - INFO - Processing item 2...
2025-04-15 13:33:41 - INFO - Processing item 3...
2025-04-15 13:33:41 - INFO - Processing item 4...
2025-04-15 13:33:41 - INFO - Processing item 5...
2025-04-15 13:33:41 - INFO - Processing item 6...
2025-04-15 13:33:41 - INFO - Processing item 7...
2025-04-15 13:33:41 - INFO - Processing item 8...
2025-04-15 13:33:41 - INFO - Processing item 9...
2025-04-15 13:33:41 - INFO - Processing item 10...
2025-04-15 13:33:41 - INFO - Processing item 11...
2025-04-15 13:33:41 - INFO - Processing item 12...
2025-04-15 13:33:41 - INFO - Processing item 13...
2025-04-15 13:33:41 - INFO - Processing item 14...
2025-04-15 13:33:41 - INFO - Processing item 15...
2025-04-15 13:33:41 - INFO - Processing item 16...
2025-04-15 13:33:41 - INFO - Processing item 17...
2025-04-15 13:33:41 - INFO - Processing item 18...
2025-04-15 13:33:41 - INFO - Processing item 19...
2025-04-15 13:33:41 - INFO - Processing item 20...
2025-04-15 13:33:41 - INFO - Processing item 21...
2025-04-15 13:33:41 - INFO - Processing item 22...
2025-04-15 13:33:41 - INFO - Processing item 23...
2025-04-15 13:33:41 - INFO - Processing item 24...
2025-04-15 13:33:41 - INFO - Processing item 25...
2025-04-15 13:33:41 - INFO - Processing item 26...
2025-04-15 13:33:41 - INFO - Processing item 27...
2025-04-15 13:33:41 - INFO - Processing item 28...
2025-04-15 13:33:41 - INFO - Processing item 29...
2025-04-15 13:33:41 - INFO - Processing item 30...
2025-04-15 13:33:41 - INFO - Processing item 31...
2025-04-15 13:33:41 - INFO - Processing item 32...
2025-04-15 13:33:41 - INFO - Processing item 33...
2025-04-15 13:33:41 - INFO - Processing item 34...
2025-04-15 13:33:41 - INFO - Processing item 35...
2025-04-15 13:33:41 - INFO - Processing item 36...
2025-04-15 13:33:41 - INFO - Processing item 37...
2025-04-15 13:33:41 - INFO - Processing item 38...
2025-04-15 13:33:41 - INFO - Processing item 39...
2025-04-15 13:33:41 - INFO - Processing item 40...
2025-04-15 13:33:41 - INFO - Processing item 41...
2025-04-15 13:33:41 - INFO - Processing item 42...
2025-04-15 13:33:41 - INFO - Processing item 43...
2025-04-15 13:33:41 - INFO - Processing item 44...
2025-04-15 13:33:41 - INFO - Processing item 45...
2025-04-15 13:33:41 - INFO - Processing item 46...
2025-04-15 13:33:41 - INFO - Processing item 47...
2025-04-15 13:33:41 - INFO - Processing item 48...
2025-04-15 13:33:41 - INFO - Processing item 49...
2025-04-15 13:33:41 - INFO - Processing item 50...
2025-04-15 13:33:41 - INFO - Processing item 51...
2025-04-15 13:33:41 - INFO - Processing item 52...
2025-04-15 13:33:41 - INFO - Processing item 53...
2025-04-15 13:33:41 - INFO - Processing item 54...
2025-04-15 13:33:41 - INFO - Processing item 55...
2025-04-15 13:33:41 - INFO - Processing item 56...
2025-04-15 13:33:41 - INFO - Processing item 57...
2025-04-15 13:33:41 - INFO - Processing item 58...
2025-04-15 13:33:41 - INFO - Processing item 59...
2025-04-15 13:33:41 - INFO - Processing item 60...
2025-04-15 13:33:41 - INFO - Processing item 61...
2025-04-15 13:33:41 - INFO - Processing item 62...
2025-04-15 13:33:41 - INFO - Processing item 63...
2025-04-15 13:33:41 - INFO - Processing item 64...
2025-04-15 13:33:41 - INFO - Processing item 65...
2025-04-15 13:33:41 - INFO - Processing item 66...
2025-04-15 13:33:41 - INFO - Processing item 67...
2025-04-15 13:33:41 - INFO - Processing item 68...
2025-04-15 13:33:41 - INFO - Processing item 69...
2025-04-15 13:33:41 - INFO - Processing item 70...
2025-04-15 13:33:41 - INFO - Processing item 71...
2025-04-15 13:33:41 - INFO - Processing item 72...
2025-04-15 13:33:41 - INFO - Processing item 73...
2025-04-15 13:33:41 - INFO - Processing item 74...
2025-04-15 13:33:41 - INFO - Processing item 75...
2025-04-15 13:33:41 - INFO - Processing item 76...
2025-04-15 13:33:41 - INFO - Processing item 77...
2025-04-15 13:33:41 - INFO - Processing item 78...
2025-04-15 13:33:41 - INFO - Processing item 79...
2025-04-15 13:33:41 - INFO - Processing item 80...
2025-04-15 13:33:41 - INFO - Processing item 81...
2025-04-15 13:33:41 - INFO - Processing item 82...
2025-04-15 13:33:41 - INFO - Processing item 83...
2025-04-15 13:33:41 - INFO - Processing item 84...
2025-04-15 13:33:41 - INFO - Processing item 85...
2025-04-15 13:33:41 - INFO - Processing item 86...
2025-04-15 13:33:41 - INFO - Processing item 87...
2025-04-15 13:33:41 - INFO - Processing item 88...
2025-04-15 13:33:41 - INFO - Processing item 89...
2025-04-15 13:33:41 - INFO - Processing item 90...
2025-04-15 13:33:41 - INFO - Processing item 91...
2025-04-15 13:33:41 - INFO - Processing item 92...
2025-04-15 13:33:41 - INFO - Processing item 93...
2025-04-15 13:33:41 - INFO - Processing item 94...
2025-04-15 13:33:41 - INFO - Processing item 95...
2025-04-15 13:33:41 - INFO - Processing item 96...
2025-04-15 13:33:41 - INFO - Processing item 97...
2025-04-15 13:33:41 - INFO - Processing item 98...
2025-04-15 13:33:41 - INFO - Processing item 99...
2025-04-15 13:33:41 - INFO - Processing item 100...
2025-04-15 13:33:41 - INFO - Processing item 101...
2025-04-15 13:33:41 - INFO - Processing item 102...
2025-04-15 13:33:41 - INFO - Processing item 103...
2025-04-15 13:33:41 - INFO - Processing item 104...
2025-04-15 13:33:41 - INFO - Processing item 105...
2025-04-15 13:33:41 - INFO - Processing item 106...
